Image,x1,y1,x2,y2,x3,y3,x4,y4
Im1655.tif,0.584,0.62,0.69,0.729,0.427,0.612,0.506,0.724
Im1657.tif,0.529,0.615,0.605,0.708,0.364,0.542,0.446,0.638
Im1658.tif,0.697,0.238,0.777,0.345,0.482,0.164,0.568,0.27
Im1659.tif,0.533,0.145,0.613,0.262,0.333,0.108,0.42,0.234
Im1660.tif,0.557,0.417,0.62,0.509,0.359,0.372,0.431,0.464
Im1661.tif,0.555,0.375,0.628,0.469,0.393,0.322,0.464,0.417
Im1666.tif,0.523,0.418,0.618,0.535,0.308,0.358,0.394,0.473
Im1667.tif,,,,,,,,
Im1668.tif,0.532,0.488,0.611,0.586,0.354,0.431,0.432,0.533
Im1670.tif,0.487,0.468,0.563,0.565,0.297,0.41,0.371,0.513
Im1671.tif,0.552,0.345,0.63,0.44,0.374,0.284,0.45,0.382
Im1672.tif,0.605,0.403,0.682,0.503,0.418,0.351,0.495,0.451
Im1673.tif,0.569,0.575,0.646,0.673,0.394,0.525,0.472,0.624
Im1674.tif,0.509,0.494,0.588,0.59,0.335,0.422,0.416,0.52
Im1676.tif,0.547,0.415,0.624,0.511,0.39,0.353,0.47,0.454
Im1680.tif,0.602,0.598,0.704,0.716,0.363,0.572,0.466,0.7
Im1691.tif,0.591,0.323,0.697,0.463,0.278,0.243,0.383,0.397
Im1695.tif,0.669,0.38,0.756,0.49,0.444,0.345,0.532,0.461
Im1700.tif,0.514,0.312,0.603,0.419,0.345,0.294,0.432,0.401
Im1707.tif,0.577,0.251,0.659,0.359,0.445,0.246,0.534,0.362
Im1717.tif,0.539,0.281,0.639,0.427,0.397,0.209,0.496,0.37
Im1723.tif,0.555,0.32,0.674,0.487,0.3,0.299,0.417,0.469
Im1732.tif,0.525,0.602,0.618,0.748,0.352,0.552,0.455,0.704
Im1733.tif,,,,,,,,
Im1735.tif,0.546,0.258,0.635,0.372,0.428,0.196,0.512,0.313
Im1741.tif,0.56,0.483,0.659,0.599,0.395,0.466,0.488,0.582
Im1742.tif,0.563,0.207,0.708,0.397,0.299,0.229,0.439,0.391
Im1745.tif,0.529,0.169,0.627,0.282,0.382,0.168,0.473,0.287
Im1746.tif,0.545,0.623,0.613,0.707,0.419,0.607,0.483,0.696
Im1753.tif,0.553,0.674,0.651,0.806,0.409,0.635,0.511,0.777
Im1754.tif,0.55,0.331,0.644,0.454,0.409,0.291,0.507,0.433
Im1759.tif,0.607,0.197,0.706,0.341,0.428,0.195,0.547,0.347
Im1762.tif,0.534,0.288,0.641,0.418,0.406,0.219,0.503,0.357
Im1763.tif,0.595,0.304,0.708,0.446,0.334,0.293,0.45,0.435
Im1777.tif,0.545,0.669,0.628,0.8,0.357,0.61,0.452,0.739
Im1780.tif,0.498,0.376,0.592,0.492,0.28,0.354,0.369,0.474
Im1807.tif,0.562,0.306,0.644,0.408,0.385,0.292,0.463,0.397
Im1814.tif,0.608,0.198,0.69,0.309,0.394,0.18,0.477,0.288
Im1817.tif,0.514,0.512,0.576,0.595,0.37,0.504,0.431,0.593
Im1819.tif,,,,,,,,
Im1820.tif,0.577,0.405,0.675,0.518,0.358,0.364,0.44,0.48
Im1849.tif,0.547,0.339,0.632,0.432,0.331,0.331,0.416,0.426
Im1851.tif,0.528,0.675,0.599,0.766,0.402,0.646,0.481,0.744
Im1852.tif,0.519,0.44,0.593,0.531,0.413,0.43,0.487,0.529
Im1858.tif,0.54,0.532,0.634,0.647,0.369,0.51,0.456,0.63
Im1864.tif,0.545,0.458,0.629,0.562,0.344,0.423,0.417,0.524
Im1876.tif,0.511,0.504,0.592,0.605,0.341,0.487,0.413,0.587
Im1878.tif,0.505,0.293,0.597,0.402,0.34,0.252,0.423,0.368
Im1883.tif,0.642,0.462,0.728,0.577,0.461,0.445,0.545,0.562
Im1884.tif,0.487,0.332,0.581,0.457,0.227,0.296,0.317,0.419
Im1887.tif,0.561,0.384,0.654,0.504,0.326,0.324,0.422,0.465
Im1890.tif,0.561,0.527,0.634,0.624,0.42,0.464,0.499,0.582
Im1891.tif,0.51,0.708,0.59,0.809,0.349,0.67,0.43,0.77
Im1893.tif,0.567,0.379,0.669,0.509,0.338,0.345,0.435,0.465
Im1897.tif,0.642,0.393,0.743,0.516,0.398,0.389,0.489,0.506
Im1901.tif,0.548,0.416,0.652,0.547,0.325,0.368,0.419,0.506
Im1903.tif,0.577,0.359,0.679,0.502,0.346,0.306,0.447,0.435
Im1905.tif,0.552,0.645,0.652,0.774,0.335,0.593,0.444,0.726
Im1910.tif,0.588,0.352,0.675,0.459,0.46,0.333,0.548,0.443
Im1921.tif,0.538,0.425,0.607,0.522,0.337,0.399,0.414,0.505
Im1923.tif,0.542,0.522,0.604,0.624,0.388,0.498,0.454,0.599
Im1924.tif,0.532,0.52,0.597,0.622,0.384,0.485,0.456,0.585
Im1925.tif,0.524,0.429,0.632,0.57,0.314,0.388,0.424,0.536
Im1927.tif,0.6,0.297,0.678,0.405,0.406,0.265,0.485,0.38
Im1928.tif,0.563,0.522,0.638,0.625,0.376,0.505,0.454,0.601
Im1929.tif,0.591,0.578,0.671,0.683,0.445,0.568,0.523,0.665
Im1936.tif,0.52,0.599,0.593,0.697,0.285,0.571,0.357,0.675
Im1937.tif,0.589,0.636,0.687,0.786,0.377,0.615,0.486,0.767
Im1940.tif,0.548,0.579,0.66,0.711,0.309,0.496,0.393,0.645
Im1949.tif,0.549,0.113,0.641,0.236,0.31,0.091,0.398,0.22
Im1951.tif,0.523,0.509,0.63,0.646,0.25,0.459,0.363,0.608
Im1961.tif,0.559,0.422,0.643,0.531,0.373,0.362,0.464,0.477
Im1963.tif,0.606,0.58,0.688,0.688,0.437,0.555,0.522,0.664
Im1969.tif,,,,,,,,
Im1986.tif,0.555,0.465,0.632,0.562,0.397,0.408,0.468,0.512
Im2008.tif,0.618,0.703,0.708,0.827,0.412,0.631,0.512,0.758
Im2014.tif,0.539,0.42,0.615,0.507,0.398,0.388,0.484,0.486
Im2018.tif,,,,,,,,
Im2023.tif,0.525,0.621,0.608,0.728,0.405,0.62,0.483,0.73
Im2034.tif,0.592,0.464,0.677,0.564,0.403,0.426,0.481,0.535
Im2038.tif,0.584,0.374,0.668,0.485,0.385,0.34,0.467,0.458
Im2039.tif,0.596,0.385,0.675,0.495,0.402,0.336,0.486,0.454
Im2043.tif,0.54,0.415,0.626,0.516,0.395,0.427,0.468,0.531
Im2074.tif,0.56,0.469,0.636,0.561,0.365,0.445,0.435,0.54
Im2086.tif,0.498,0.469,0.58,0.588,0.351,0.502,0.434,0.608
Im2090.tif,0.663,0.481,0.793,0.659,0.321,0.431,0.454,0.617
Im2102.tif,0.541,0.587,0.613,0.686,0.423,0.545,0.495,0.644
Im2113.tif,0.428,0.389,0.521,0.511,0.209,0.34,0.289,0.453
Im2115.tif,0.537,0.456,0.633,0.586,0.311,0.431,0.409,0.562
Im2119.tif,0.518,0.459,0.594,0.573,0.37,0.43,0.46,0.547
Im2124.tif,,,,,,,,
Im2125.tif,0.394,0.502,0.476,0.616,0.22,0.469,0.283,0.597
Im2128.tif,0.432,0.663,0.498,0.744,0.276,0.58,0.368,0.687
Im2129.tif,0.521,0.429,0.63,0.565,0.364,0.416,0.47,0.551
Im2130.tif,0.528,0.431,0.601,0.527,0.376,0.403,0.457,0.5
Im2131.tif,0.568,0.581,0.651,0.698,0.426,0.557,0.51,0.669
Im2132.tif,0.533,0.376,0.624,0.49,0.311,0.361,0.398,0.476
Im2133.tif,0.471,0.633,0.562,0.754,0.32,0.575,0.413,0.703
Im2134.tif,0.511,0.636,0.602,0.73,0.298,0.622,0.384,0.734
Im2136.tif,0.52,0.506,0.605,0.617,0.361,0.449,0.441,0.557
Im2142.tif,0.5265,0.5425,0.613167,0.660833,0.379,0.534167,0.479,0.6575
Im2143.tif,0.445,0.13,0.534,0.252,0.284,0.121,0.376,0.247
Im2145.tif,0.481,0.49,0.575,0.62,0.281,0.481,0.38,0.61
Im2146.tif,0.604,0.53,0.679,0.627,0.44,0.463,0.515,0.566
Im2147.tif,0.574,0.559,0.649,0.656,0.401,0.502,0.477,0.604
Im2150.tif,0.633,0.421,0.775,0.592,0.322,0.342,0.465,0.52
Im2151.tif,0.544,0.62,0.612,0.718,0.415,0.569,0.485,0.666
Im2153.tif,0.573,0.52,0.664,0.637,0.343,0.512,0.433,0.634
Im2172.tif,0.488,0.585,0.586,0.713,0.31,0.549,0.408,0.682
Im2180.tif,0.527,0.494,0.608,0.587,0.376,0.476,0.445,0.58
Im2181.tif,0.549,0.304,0.646,0.423,0.359,0.267,0.448,0.391
Im2194.tif,0.627,0.535,0.702,0.634,0.44,0.504,0.524,0.608
Im2196.tif,0.642,0.527,0.714,0.624,0.484,0.485,0.556,0.582
Im2197.tif,0.633,0.504,0.704,0.6,0.485,0.47,0.561,0.567
Im2199.tif,0.604,0.587,0.679,0.687,0.425,0.548,0.497,0.649
Im2200.tif,0.623,0.546,0.684,0.637,0.499,0.566,0.564,0.663
Im2201.tif,0.651,0.442,0.738,0.559,0.455,0.385,0.551,0.512
Im2204.tif,0.73,0.55,0.81,0.66,0.525,0.518,0.601,0.63
Im2205.tif,0.588,0.301,0.713,0.455,0.282,0.251,0.406,0.416
Im2207.tif,0.604,0.484,0.685,0.584,0.424,0.463,0.498,0.561
Im2210.tif,0.556,0.502,0.626,0.598,0.301,0.473,0.381,0.579
Im2211.tif,0.5,0.386,0.621,0.544,0.303,0.389,0.415,0.544
Im2213.tif,0.584,0.371,0.665,0.474,0.34,0.343,0.423,0.449
Im2214.tif,0.597,0.583,0.673,0.675,0.362,0.578,0.435,0.68
Im2218.tif,0.574,0.292,0.66,0.408,0.372,0.259,0.456,0.377
Im2221.tif,0.547,0.394,0.62,0.489,0.368,0.35,0.442,0.44
Im2232.tif,0.503,0.564,0.579,0.666,0.336,0.538,0.421,0.643
Im2237.tif,0.582,0.593,0.662,0.702,0.424,0.543,0.509,0.657
Im2238.tif,0.498,0.189,0.581,0.294,0.291,0.127,0.378,0.235
Im2247.tif,0.542,0.279,0.68,0.462,0.31,0.265,0.445,0.445
Im2250.tif,0.536,0.403,0.657,0.56,0.327,0.388,0.439,0.548
Im2253.tif,0.511,0.264,0.637,0.433,0.287,0.238,0.413,0.411
Im2257.tif,0.531,0.251,0.644,0.389,0.316,0.237,0.424,0.378
Im2258.tif,0.499,0.19,0.581,0.296,0.291,0.129,0.378,0.236
Im2261.tif,0.59,0.435,0.668,0.538,0.371,0.395,0.452,0.504
Im2265.tif,0.563,0.435,0.648,0.531,0.36,0.406,0.442,0.51
Im2266.tif,0.482,0.638,0.561,0.732,0.293,0.616,0.381,0.727
Im2269.tif,0.565,0.433,0.683,0.586,0.252,0.374,0.371,0.538
Im2273.tif,0.453,0.205,0.559,0.334,0.264,0.229,0.377,0.377
Im2281.tif,0.528,0.212,0.646,0.35,0.297,0.175,0.394,0.317
Im2298.tif,0.505,0.501,0.584,0.605,0.345,0.485,0.415,0.588
Im2302.tif,0.51,0.24,0.587,0.348,0.39,0.236,0.476,0.351
Im2303.tif,0.525,0.738,0.602,0.836,0.332,0.699,0.411,0.8
Im2314.tif,0.515,0.509,0.606,0.62,0.343,0.465,0.427,0.585
Im2319.tif,0.539,0.458,0.624,0.571,0.359,0.43,0.438,0.546
Im2320.tif,0.533,0.743,0.611,0.856,0.336,0.7,0.421,0.819
Im2323.tif,0.551,0.638,0.627,0.74,0.328,0.627,0.406,0.712
Im2324.tif,0.548,0.505,0.648,0.625,0.308,0.464,0.405,0.593
Im2349.tif,0.574,0.51,0.646,0.603,0.423,0.523,0.5,0.626
Im2350.tif,0.519,0.627,0.628,0.76,0.294,0.563,0.404,0.702
Im2353.tif,0.528,0.342,0.642,0.487,0.26,0.296,0.376,0.456
Im2358.tif,0.577,0.541,0.671,0.659,0.346,0.502,0.439,0.626
Im2359.tif,0.524,0.362,0.605,0.466,0.308,0.312,0.397,0.421
Im2360.tif,0.52,0.32,0.606,0.428,0.322,0.31,0.409,0.428
Im2369.tif,0.569,0.51,0.671,0.638,0.336,0.471,0.431,0.601
Im2377.tif,0.552,0.547,0.642,0.673,0.363,0.491,0.451,0.62
Im2378.tif,0.524,0.585,0.604,0.7,0.357,0.53,0.436,0.652
Im2388.tif,0.545,0.577,0.657,0.729,0.365,0.523,0.473,0.673
Im2389.tif,0.608,0.519,0.712,0.649,0.44,0.492,0.55,0.631
Im2391.tif,0.515,0.398,0.614,0.525,0.382,0.39,0.471,0.524
Im2395.tif,0.52,0.571,0.599,0.694,0.374,0.508,0.468,0.646
Im2400.tif,0.604,0.398,0.695,0.508,0.38,0.406,0.461,0.522
Im2401.tif,0.602,0.47,0.669,0.569,0.429,0.493,0.496,0.596
Im2402.tif,0.551,0.579,0.648,0.706,0.344,0.506,0.446,0.633
Im2403.tif,0.559,0.25,0.644,0.347,0.383,0.252,0.466,0.368
Im2404.tif,,,,,,,,
Im2405.tif,,,,,,,,
Im2413.tif,0.552,0.566,0.63,0.677,0.415,0.507,0.501,0.622
Im2414.tif,,,,,,,,
Im2415.tif,0.589,0.476,0.661,0.58,0.387,0.43,0.464,0.535
Im2416.tif,0.594,0.5,0.657,0.578,0.437,0.45,0.507,0.541
Im2421.tif,0.593,0.581,0.706,0.749,0.372,0.536,0.491,0.709
Im2426.tif,0.516,0.677,0.594,0.792,0.36,0.636,0.448,0.75
Im2445.tif,0.58,0.43,0.67,0.54,0.451,0.424,0.538,0.537
Im2454.tif,0.489,0.411,0.579,0.525,0.261,0.417,0.342,0.531
Im2458.tif,0.638,0.532,0.752,0.673,0.341,0.513,0.432,0.637
Im2464.tif,0.529,0.625,0.614,0.731,0.347,0.59,0.43,0.694
Im2477.tif,0.588,0.346,0.669,0.447,0.389,0.314,0.462,0.41
Im2481.tif,0.437,0.253,0.539,0.387,0.197,0.243,0.284,0.377
Im2483.tif,0.537,0.502,0.609,0.588,0.367,0.499,0.435,0.588
Im2484.tif,0.584,0.499,0.662,0.603,0.38,0.474,0.456,0.58
Im2486.tif,0.521,0.533,0.595,0.635,0.376,0.482,0.453,0.587
Im2488.tif,0.558,0.224,0.641,0.34,0.372,0.247,0.475,0.378
Im2498.tif,0.559,0.422,0.649,0.548,0.309,0.397,0.407,0.533
Im2515.tif,0.557,0.109,0.64,0.229,0.349,0.101,0.43,0.224
Im2516.tif,0.498,0.591,0.575,0.7,0.318,0.54,0.391,0.652
Im2530.tif,0.548,0.448,0.622,0.538,0.375,0.416,0.443,0.514
Im2531.tif,0.572,0.608,0.645,0.699,0.402,0.578,0.481,0.675
Im2539.tif,0.496,0.328,0.564,0.417,0.366,0.321,0.433,0.425
Im2543.tif,0.591,0.373,0.672,0.474,0.382,0.349,0.471,0.462
Im2552.tif,0.607,0.389,0.726,0.533,0.341,0.368,0.449,0.509
Im2559.tif,0.528,0.316,0.609,0.43,0.322,0.275,0.415,0.397
Im2561.tif,0.596,0.584,0.681,0.702,0.314,0.566,0.403,0.685
Im2563.tif,0.604,0.351,0.735,0.507,0.268,0.329,0.393,0.494
Im2570.tif,0.603,0.176,0.718,0.333,0.349,0.132,0.465,0.276
Im2571.tif,0.512,0.482,0.615,0.621,0.289,0.414,0.396,0.559
Im2577.tif,0.548,0.367,0.635,0.474,0.373,0.322,0.462,0.433
Im2589.tif,0.566,0.307,0.671,0.445,0.315,0.288,0.422,0.433
Im2599.tif,0.586,0.543,0.683,0.674,0.367,0.485,0.463,0.62
Im2609.tif,0.533,0.635,0.605,0.73,0.392,0.603,0.468,0.695
Im2610.tif,0.551,0.416,0.654,0.551,0.365,0.378,0.463,0.513
Im2614.tif,0.532,0.562,0.608,0.659,0.345,0.552,0.422,0.653
Im2643.tif,0.487,0.543,0.557,0.64,0.365,0.49,0.441,0.599
Im2645.tif,0.582,0.556,0.663,0.655,0.368,0.505,0.444,0.598
Im2646.tif,0.552,0.576,0.632,0.679,0.367,0.522,0.451,0.617
Im2647.tif,0.505,0.479,0.593,0.601,0.336,0.441,0.416,0.552
Im2649.tif,0.59,0.505,0.698,0.664,0.399,0.458,0.513,0.628
Im2651.tif,0.575,0.577,0.649,0.682,0.376,0.509,0.462,0.629
Im2652.tif,0.526,0.484,0.615,0.595,0.372,0.419,0.453,0.526
Im2654.tif,0.587,0.542,0.667,0.641,0.472,0.491,0.548,0.608
Im2659.tif,0.578,0.651,0.67,0.77,0.395,0.601,0.492,0.732
Im2662.tif,0.578,0.427,0.685,0.565,0.329,0.367,0.438,0.509
Im2663.tif,0.591,0.273,0.702,0.416,0.309,0.219,0.414,0.362
Im2665.tif,0.563,0.251,0.649,0.367,0.344,0.224,0.434,0.342
Im2671.tif,0.623,0.687,0.702,0.78,0.445,0.661,0.522,0.758
Im2673.tif,0.54,0.385,0.629,0.502,0.354,0.366,0.441,0.478
Im2683.tif,0.652,0.446,0.721,0.541,0.482,0.427,0.556,0.532
Im2699.tif,0.604,0.569,0.688,0.676,0.441,0.512,0.525,0.627
Im2708.tif,0.538,0.674,0.606,0.76,0.402,0.606,0.466,0.696
Im2710.tif,0.534,0.444,0.641,0.572,0.347,0.476,0.451,0.606
Im2713.tif,0.611,0.703,0.693,0.818,0.334,0.673,0.421,0.8
Im2716.tif,0.646,0.437,0.718,0.538,0.529,0.391,0.607,0.49
Im2750.tif,0.551,0.591,0.646,0.712,0.398,0.555,0.494,0.683
Im2758.tif,0.692,0.699,0.779,0.818,0.466,0.647,0.554,0.771
Im2766.tif,0.489,0.333,0.574,0.436,0.292,0.349,0.372,0.464
Im2769.tif,0.603,0.401,0.67,0.482,0.431,0.391,0.493,0.476
Im2770.tif,0.66,0.506,0.711,0.584,0.483,0.467,0.555,0.564
Im2771.tif,0.563,0.439,0.699,0.621,0.252,0.409,0.384,0.595
Im2772.tif,,,,,,,,
Im2773.tif,0.562,0.578,0.655,0.657,0.366,0.561,0.441,0.65
Im2781.tif,0.573,0.471,0.641,0.573,0.394,0.429,0.456,0.534
Im2786.tif,0.559,0.464,0.629,0.566,0.446,0.398,0.514,0.501
Im2793.tif,0.654,0.258,0.751,0.393,0.397,0.207,0.493,0.35
Im2795.tif,0.571,0.204,0.673,0.329,0.331,0.184,0.424,0.318
Im2807.tif,0.475,0.28,0.558,0.391,0.319,0.236,0.396,0.357
Im2810.tif,0.695,0.448,0.787,0.576,0.488,0.416,0.581,0.544
Im2814.tif,0.63,0.36,0.717,0.475,0.362,0.317,0.457,0.45
Im2837.tif,0.658,0.601,0.755,0.717,0.417,0.587,0.51,0.709
Im2845.tif,0.47,0.607,0.543,0.705,0.284,0.551,0.363,0.662
Im2846.tif,0.596,0.416,0.69,0.529,0.385,0.407,0.471,0.52
Im2847.tif,0.671,0.455,0.782,0.602,0.38,0.414,0.492,0.568
Im2848.tif,0.614,0.433,0.72,0.565,0.359,0.383,0.458,0.529
Im2849.tif,0.666,0.411,0.777,0.547,0.392,0.379,0.502,0.513
Im2852.tif,0.627,0.405,0.731,0.53,0.374,0.381,0.482,0.512
Im2860.tif,0.514,0.456,0.608,0.563,0.31,0.432,0.394,0.542
Im2864.tif,0.549,0.437,0.657,0.567,0.383,0.405,0.486,0.547
Im2868.tif,0.553,0.342,0.637,0.467,0.409,0.285,0.501,0.404
Im2870.tif,0.692,0.341,0.807,0.493,0.426,0.27,0.535,0.419
Im2884.tif,0.473,0.352,0.568,0.486,0.35,0.295,0.441,0.424
Im2892.tif,0.617,0.396,0.72,0.542,0.436,0.345,0.546,0.493
Im2894.tif,0.54,0.439,0.656,0.587,0.351,0.388,0.463,0.537
Im2896.tif,0.533,0.449,0.611,0.57,0.389,0.402,0.466,0.522
Im2902.tif,0.659,0.579,0.732,0.67,0.51,0.542,0.584,0.637
Im2903.tif,0.569,0.465,0.651,0.564,0.353,0.465,0.433,0.56
Im2908.tif,0.472,0.18,0.534,0.269,0.291,0.123,0.359,0.216
Im2909.tif,0.623,0.293,0.689,0.378,0.443,0.243,0.509,0.332
Im2910.tif,0.48,0.447,0.556,0.543,0.351,0.395,0.427,0.495
Im2911.tif,0.656,0.432,0.792,0.618,0.423,0.352,0.561,0.542
Im2917.tif,0.57,0.496,0.664,0.609,0.371,0.489,0.453,0.603
Im2925.tif,0.501,0.672,0.585,0.787,0.277,0.631,0.376,0.758
Im2926.tif,0.564,0.495,0.647,0.605,0.436,0.477,0.522,0.59
Im2943.tif,0.573,0.391,0.674,0.519,0.332,0.34,0.427,0.474
Im2945.tif,0.563,0.379,0.639,0.484,0.373,0.382,0.447,0.488
Im2946.tif,0.508,0.36,0.604,0.498,0.256,0.278,0.363,0.416
Im2957.tif,0.551,0.536,0.636,0.649,0.324,0.53,0.41,0.642
Im2966.tif,0.517,0.505,0.614,0.624,0.316,0.511,0.403,0.631
Im2967.tif,0.436,0.773,0.526,0.9,0.222,0.732,0.313,0.863
Im2968.tif,0.486,0.63,0.581,0.756,0.29,0.584,0.382,0.709
Im2986.tif,0.515,0.586,0.591,0.689,0.345,0.583,0.431,0.684
Im2994.tif,0.467,0.263,0.563,0.377,0.242,0.193,0.331,0.317
Im3001.tif,0.51,0.532,0.578,0.626,0.368,0.495,0.427,0.591
Im3016.tif,0.483,0.35,0.567,0.466,0.339,0.323,0.43,0.429
Im3023.tif,0.551,0.595,0.638,0.705,0.269,0.55,0.364,0.664
Im3024.tif,0.578,0.552,0.667,0.663,0.348,0.538,0.435,0.652
Im3025.tif,0.623,0.612,0.722,0.735,0.335,0.599,0.436,0.726
Im3027.tif,0.548,0.635,0.632,0.755,0.358,0.616,0.448,0.742
Im3034.tif,0.495,0.421,0.599,0.56,0.238,0.392,0.341,0.539
Im3040.tif,0.555,0.514,0.64,0.624,0.36,0.475,0.443,0.592
Im3048.tif,0.519,0.465,0.605,0.577,0.29,0.42,0.379,0.53
Im3053.tif,0.432,0.505,0.511,0.603,0.27,0.571,0.336,0.663
Im3068.tif,0.509,0.361,0.589,0.46,0.302,0.336,0.381,0.445
Im3080.tif,0.54,0.478,0.636,0.603,0.367,0.444,0.457,0.575
Im3081.tif,0.535,0.56,0.63,0.679,0.34,0.529,0.43,0.656
Im3090.tif,0.51,0.332,0.588,0.451,0.355,0.309,0.44,0.428
Im3091.tif,0.521,0.531,0.602,0.635,0.315,0.512,0.39,0.616
Im3094.tif,0.574,0.559,0.653,0.658,0.377,0.543,0.454,0.654
Im3097.tif,0.52,0.676,0.607,0.802,0.319,0.639,0.409,0.764
Im3101.tif,0.545,0.331,0.642,0.456,0.338,0.309,0.431,0.444
Im3104.tif,0.559,0.347,0.672,0.492,0.296,0.315,0.406,0.47
Im3105.tif,0.5,0.461,0.583,0.559,0.315,0.442,0.402,0.553
Im3108.tif,0.554,0.467,0.632,0.565,0.368,0.427,0.45,0.537
Im3109.tif,0.431,0.506,0.511,0.603,0.27,0.571,0.336,0.663
Im3120.tif,0.564,0.428,0.65,0.528,0.321,0.419,0.398,0.529
Im3129.tif,0.578,0.517,0.695,0.677,0.274,0.502,0.394,0.668
Im3132.tif,0.542,0.39,0.62,0.487,0.369,0.376,0.443,0.476
Im3139.tif,0.528,0.343,0.619,0.469,0.333,0.272,0.428,0.404
Im3148.tif,0.497,0.588,0.574,0.683,0.365,0.586,0.444,0.689
Im3167.tif,0.491,0.357,0.57,0.465,0.304,0.331,0.381,0.442
Im3172.tif,0.493,0.539,0.564,0.623,0.326,0.515,0.402,0.61
Im3173.tif,0.549,0.469,0.604,0.543,0.371,0.454,0.432,0.53
Im3175.tif,0.557,0.596,0.637,0.698,0.328,0.529,0.398,0.616
Im3177.tif,0.532,0.604,0.629,0.739,0.305,0.552,0.401,0.693
Im3183.tif,0.569,0.464,0.646,0.571,0.341,0.434,0.419,0.547
Im3185.tif,0.612,0.613,0.693,0.723,0.381,0.596,0.462,0.712
Im3187.tif,0.49,0.411,0.553,0.492,0.346,0.365,0.41,0.459
Im3191.tif,0.557,0.46,0.659,0.623,0.299,0.508,0.415,0.657
Im3196.tif,0.584,0.373,0.696,0.511,0.318,0.369,0.42,0.516
Im3198.tif,0.518,0.437,0.602,0.542,0.364,0.434,0.446,0.546
Im3199.tif,0.517,0.508,0.591,0.604,0.349,0.477,0.422,0.571
Im3202.tif,0.6,0.298,0.68,0.399,0.425,0.262,0.501,0.369
Im3207.tif,0.578,0.678,0.67,0.803,0.385,0.632,0.482,0.757
Im3209.tif,0.523,0.416,0.618,0.538,0.301,0.392,0.4,0.51
Im3219.tif,0.515,0.328,0.613,0.45,0.291,0.335,0.398,0.461
Im3228.tif,0.579,0.428,0.649,0.525,0.423,0.348,0.5,0.445
Im3230.tif,0.502,0.691,0.579,0.785,0.349,0.693,0.417,0.812
Im3233.tif,0.502,0.461,0.579,0.556,0.326,0.429,0.393,0.532
Im3236.tif,0.521,0.406,0.589,0.503,0.334,0.402,0.405,0.504
Im3241.tif,0.537,0.143,0.625,0.257,0.348,0.088,0.428,0.19
Im3244.tif,0.578,0.606,0.664,0.718,0.36,0.578,0.444,0.695
Im3246.tif,0.568,0.322,0.645,0.43,0.347,0.311,0.424,0.414
Im3253.tif,0.565,0.384,0.627,0.475,0.423,0.374,0.487,0.464
Im3258.tif,0.538,0.463,0.596,0.559,0.406,0.466,0.472,0.555
Im3259.tif,,,,,,,,
Im3261.tif,0.544,0.504,0.613,0.591,0.41,0.475,0.478,0.563
Im3263.tif,0.488,0.384,0.575,0.508,0.267,0.335,0.36,0.461
Im3265.tif,0.556,0.497,0.622,0.588,0.396,0.487,0.465,0.585
Im3274.tif,0.503,0.555,0.564,0.646,0.385,0.508,0.436,0.602
Im3278.tif,0.505,0.604,0.578,0.697,0.32,0.588,0.402,0.685
Im3282.tif,0.593,0.649,0.694,0.773,0.395,0.655,0.491,0.785
Im3293.tif,0.524,0.555,0.623,0.672,0.294,0.503,0.389,0.627
Im3296.tif,0.562,0.636,0.631,0.738,0.389,0.599,0.467,0.698
Im3319.tif,0.567,0.557,0.674,0.701,0.366,0.5,0.485,0.659
Im3321.tif,0.607,0.461,0.704,0.588,0.454,0.443,0.545,0.569
Im3333.tif,0.601,0.226,0.686,0.338,0.382,0.179,0.465,0.292
Im3347.tif,0.607,0.431,0.698,0.552,0.386,0.416,0.478,0.548
Im3348.tif,0.689,0.483,0.78,0.602,0.489,0.41,0.571,0.53
Im3351.tif,0.544,0.391,0.625,0.49,0.347,0.346,0.426,0.458
Im3363.tif,0.613,0.551,0.704,0.66,0.407,0.555,0.491,0.671
Im3364.tif,0.577,0.353,0.669,0.468,0.341,0.341,0.427,0.457
Im3365.tif,0.525,0.276,0.627,0.406,0.261,0.3,0.364,0.441
Im3367.tif,0.562,0.509,0.636,0.612,0.558,0.509,0.637,0.612
Im3370.tif,0.503,0.426,0.578,0.521,0.371,0.384,0.443,0.485
Im3379.tif,0.496,0.407,0.579,0.519,0.281,0.373,0.365,0.489
Im3386.tif,0.505,0.386,0.585,0.482,0.363,0.427,0.441,0.535
Im3389.tif,0.536,0.15,0.624,0.263,0.314,0.09,0.398,0.21
